#NAME	GSM553736	GSM553737	GSM553738	GSM553739	GSM553740	GSM553741	GSM553742	GSM553743	GSM553744	GSM553745	GSM553746	GSM553747
#CLASS:Treatment	control	LPS	LPS_LPS	control	LPS	LPS_LPS	control	LPS	LPS_LPS	control	LPS	LPS_LPS
#CLASS:Donor	21	21	21	46	46	46	86	86	86	92	92	92
NM_004264.2	7.041422	7.287449	7.330997	7.108353	6.994586	7.202704	7.409509	7.400159	6.981613	7.281296	7.123939	6.879311
NM_177424.1	8.461693	8.586994	8.234271	8.592883	8.424863	8.455602	8.579736	8.633805	8.627625	8.492073	8.591041	8.540801
NM_005437.1	13.52855	13.02165	12.93555	13.74894	12.9293	12.98392	13.35752	13.13309	13.32939	13.41696	13.1273	13.16582
NM_007252.2	6.553347	6.401504	6.545678	6.389683	6.604073	6.646307	6.537672	6.45272	6.512595	6.414586	6.549856	6.680672
NM_138724.1	6.58009	6.648719	6.613947	6.776829	6.57017	6.521416	6.573012	6.498707	6.63873	6.526594	6.667347	6.475626
NM_175895.2	6.508767	6.581356	6.54923	6.6812	6.681112	6.614759	6.644612	6.703666	6.576397	6.483078	6.779873	6.808761
NM_018475.2	7.961584	8.102148	7.764199	8.173727	7.847822	8.006359	8.053158	8.11423	8.262522	8.300144	8.020158	7.842706
NM_007369.1	6.430571	6.455289	6.479065	6.397575	6.573846	6.551622	6.521023	6.453862	6.705801	6.552097	6.681621	6.541917
NM_030965.1	6.887327	6.936469	6.876512	6.945249	6.763174	6.841214	6.952815	7.009945	6.815554	7.01427	6.868326	6.835817
NM_002068.1	9.228554	9.292165	9.995787	9.409106	9.149265	10.042519	9.882274	9.338856	10.329608	9.67717	9.662604	10.666855
NM_006026.2	8.538956	8.168525	8.639531	7.955168	8.039661	8.315578	8.503511	8.298026	8.686558	8.160022	7.948025	8.554123
NM_003412.3	6.482883	6.590094	6.536306	6.586411	6.750969	6.632647	6.583516	6.625982	6.668097	6.643347	6.522599	6.610821
XM_940764.1	6.58009	6.561025	6.633575	6.664352	6.658226	6.548073	6.661436	6.598204	6.499245	6.779873	6.603474	6.556681
NM_003421.1	7.002392	7.086872	7.099526	7.110456	7.133103	7.104634	6.94754	7.111527	6.80296	6.966966	7.209067	7.154244
NM_014637.2	7.370746	7.255687	7.149398	7.605136	7.290807	7.039636	7.299548	7.201732	6.991784	7.125371	7.180567	6.899509
NM_001152.1	12.18033	12.22335	12.01527	12.41955	12.39642	11.87079	12.18741	12.16109	11.91834	12.1071	12.12407	11.76222
NM_032928.2	8.132501	7.887045	8.045628	7.780976	8.123317	8.083892	8.064434	7.947384	7.804081	8.175037	7.981142	7.977348
NM_020406.1	6.549424	6.595434	6.620331	6.492778	6.80857	6.659746	6.609821	6.539214	6.497653	6.667706	6.529518	6.635942
NM_021976.3	9.043238	8.901956	8.820672	9.300386	9.055273	9.045634	8.892195	8.946902	9.052869	8.987381	8.843813	9.189545
NM_004120.3	11.40472	12.39642	11.56897	11.45362	12.57332	11.87303	11.28258	12.38683	11.43954	10.68768	12.36443	11.12477
NM_016399.2	8.190224	8.402098	8.211697	8.421728	8.521432	8.335337	8.29566	8.372481	8.005397	8.176356	8.224995	7.895215
NM_007276.3	6.963845	7.718785	7.303412	6.895564	7.689284	7.25152	7.042705	7.599868	7.077019	7.163489	8.655003	7.43743
NM_000140.2	7.450545	7.191173	7.163844	7.936912	7.504568	7.477966	7.464363	7.254605	7.327027	7.563057	7.10721	7.220844
NM_004067.1	6.792059	6.779667	6.676738	6.910108	6.666741	6.612938	6.930044	6.666296	6.751291	6.84137	6.72955	6.672722
NM_003149.1	6.575648	6.618584	6.665681	6.739448	6.526503	6.885509	6.700825	6.627287	6.726135	6.57017	6.555145	6.564769
NM_033063.1	6.634054	6.659308	6.778148	6.606596	6.587528	6.646307	6.749811	6.697743	6.772773	6.752472	6.677185	6.661872
NM_014299.1	6.815079	6.755027	6.918358	6.700566	6.827259	6.703753	6.781339	6.894328	6.584202	6.643347	6.881044	6.678233
NM_182965.1	6.455399	6.565049	6.525528	6.636886	6.637344	6.554968	6.543364	6.696094	6.560108	6.913384	6.659044	6.570827
NM_030914.1	9.640876	9.889177	9.807068	9.649962	9.878635	9.407821	9.99698	9.914507	9.770902	9.814307	9.831015	9.568566
NM_001147.1	6.7269	6.668488	6.768933	6.541434	6.682597	6.833838	6.609821	6.719935	6.718942	6.763016	6.77676	6.682977
NM_080742.1	6.562972	6.544228	6.57948	6.580898	6.62143	6.665064	6.417953	6.554292	6.635896	6.634008	6.677185	6.632037
XM_929395.1	6.824117	6.791556	6.703235	6.690653	6.763174	6.748891	6.813458	6.846606	6.943642	6.968157	6.799843	6.716314
NM_152670.1	6.546822	6.525423	6.371142	6.561346	6.571968	6.410401	6.620604	6.520362	6.385726	6.457327	6.444902	6.464783
NM_004173.1	6.666515	6.674643	6.859406	6.761463	6.846723	6.621702	6.68828	6.662232	6.753944	6.874334	6.772703	6.709834
NM_178491.2	6.551994	6.510917	6.603659	6.589397	6.468736	6.481782	6.484883	6.507471	6.608802	6.552097	6.561346	6.47138
NM_016583.2	6.535237	6.558123	6.52192	6.499628	6.446245	6.489342	6.566663	6.48147	6.553681	6.835699	6.529518	6.709834
NM_003445.2	6.865814	6.96018	6.731183	6.917764	7.046074	6.7645	6.804936	6.782626	6.876512	6.822891	6.85893	6.959869
NM_006799.2	6.685631	6.600571	6.574753	6.595809	6.393318	6.509059	6.755027	6.684763	6.668097	6.725213	6.619781	6.536306
NM_032107.2	6.856224	7.002657	6.772365	7.095745	7.072115	7.068724	6.91593	6.992029	6.895564	7.047098	6.842696	6.874746
NM_019092.1	7.097168	7.136049	7.073136	7.011228	6.774978	7.085798	7.100298	7.122296	7.29436	7.271611	7.081821	7.224158
NM_018110.2	6.835395	6.781224	6.796635	6.775728	6.922554	6.80717	6.772934	6.783881	6.824901	6.779873	6.889384	6.757671
NM_206895.1	6.746587	6.709834	6.801128	6.705887	6.830906	6.637969	6.784619	6.799453	6.635896	6.874334	6.65598	6.705887
NM_004451.3	7.711762	7.699238	7.836002	7.50628	8.061263	7.58027	7.700788	7.833367	7.739866	7.754584	7.416792	7.660351
NM_001031701.1	6.60834	6.573938	6.612297	6.430571	6.484289	6.579307	6.606868	6.450785	6.531554	6.688152	6.572243	6.536306
NM_001710.4	6.618061	8.528396	6.679889	6.578085	9.742429	6.902179	6.620604	8.659443	6.67113	6.468536	9.76039	6.894996
NM_015253.1	6.723846	6.687698	6.788988	6.797266	6.796635	6.960915	6.658691	6.784865	6.642996	6.649622	6.605132	6.729814
NM_138820.2	10.912556	10.687683	11.115575	9.987866	10.920416	10.96947	10.707762	10.635914	10.738207	10.97737	10.922153	10.762942
NM_001001684.1	6.492576	6.671535	6.517414	6.587908	6.509483	6.554968	6.522493	6.551717	6.653346	6.6798	6.616683	6.617687
NM_002692.2	6.876883	7.164146	6.895181	7.019169	7.066188	6.933901	6.680249	6.69223	6.920425	6.982521	6.867354	6.822241
NM_172024.1	6.824117	6.859584	6.75304	6.7282	6.794868	6.655218	6.69083	6.698461	6.818359	6.86597	6.766538	6.815039
NM_133371.2	6.481423	6.691772	6.558965	6.657626	6.587528	6.665064	6.513375	6.604124	6.507773	6.603285	6.651306	6.702036
NM_018494.3	6.53079	6.498551	6.481158	6.565049	6.450785	6.472184	6.582013	6.450785	6.442942	6.677974	6.414862	6.460399
NM_145300.1	6.625247	6.815277	6.515498	6.7282	6.597336	6.720393	6.616781	6.659582	6.669809	6.49418	6.580338	6.65326
NM_015035.3	6.783881	6.796873	6.934592	6.906412	6.788033	6.900293	6.758418	6.795912	6.89856	6.970517	6.873871	6.8287
NM_018296.4	6.583611	6.547219	6.473411	6.468633	6.444496	6.444902	6.598204	6.588643	6.63428	6.561778	6.702623	6.521023
NM_199440.1	6.718525	6.520453	6.574753	6.672965	6.885211	6.659746	6.5449	6.662232	6.526884	6.649622	6.612572	6.598204
NM_020898.1	7.61833	7.480776	7.60957	7.342461	7.253905	7.422185	7.432832	7.339772	7.537503	7.506159	7.350511	7.564442
NM_080820.3	7.658523	7.679339	7.683805	7.593449	7.779514	7.821813	7.576567	7.535112	7.381575	7.674455	7.604187	7.575849
NM_001025389.1	7.791437	8.352736	7.549392	7.951131	8.089249	7.852428	8.189521	8.623025	8.097151	8.185121	8.518669	7.98236
NM_001033562.1	6.571874	6.595434	6.538148	6.548073	6.57741	6.507179	6.631212	6.602742	6.654781	6.733005	6.584638	6.583325
NM_152494.1	6.733051	6.527166	6.685583	6.809568	6.63932	6.676915	6.764168	6.573846	6.620705	6.548073	6.799843	6.75023
NM_022822.1	6.447907	6.547219	6.55706	6.565049	6.421468	6.573846	6.599891	6.500543	6.601821	6.49418	6.519849	6.42879
NM_030881.2	7.480849	7.209211	7.257235	7.345283	7.463854	7.336003	7.197187	7.176703	7.196726	7.54201	7.732131	7.721338
NM_022036.2	6.952998	6.827968	6.768933	6.815039	6.946536	6.828287	6.80717	6.684763	6.811861	6.845558	6.825133	6.852033
NM_201274.2	8.517912	8.83084	8.662265	8.022159	8.683214	8.81509	8.431782	8.749662	8.419983	8.469599	9.075253	8.993482
NM_033312.1	6.700566	6.637792	6.513772	6.515751	6.534664	6.454974	6.609821	6.585652	6.758234	6.657626	6.562972	6.525217
NM_181337.2	6.531554	6.426822	6.54923	6.387957	6.585652	6.537958	6.561264	6.54662	6.509441	6.487995	6.516329	6.554389
NM_080592.2	10.88451	10.65713	11.00431	11.02647	10.87385	10.94247	10.87948	10.54911	10.7237	10.7237	10.50846	10.78061
NM_001225.3	6.539507	6.750969	6.670524	6.579387	6.542588	6.609821	6.756167	6.658591	6.704592	6.643347	6.810353	6.576774
NM_173200.1	6.505992	6.585844	6.503014	6.507179	6.527865	6.847479	6.453917	6.506085	6.474614	6.481376	6.529518	6.541917
NM_018134.1	7.201787	7.215044	7.264112	7.272287	7.05003	7.149957	7.318362	7.139418	7.167392	6.910907	7.120899	7.0145
NM_032667.4	9.431117	8.985219	9.674087	9.465278	9.360288	9.789149	9.255348	9.088882	9.551287	9.439844	9.213323	9.95856
NM_001004019.1	6.786252	6.687698	6.73631	6.7016	6.645042	6.641565	6.710513	6.705887	6.553681	6.775047	6.673145	6.536306
NM_022572.2	8.65181	8.123129	9.032477	8.694279	8.429306	9.129616	9.43694	8.574498	9.5934	9.46959	8.444071	10.030453
NM_005966.3	8.022299	8.691331	7.875765	8.174074	8.422268	8.19976	8.361314	8.817651	8.153229	8.410987	8.655415	7.893147
NM_003091.3	10.50541	10.78061	10.68644	10.2695	10.97238	10.53057	10.65713	10.82763	10.44819	10.61799	10.82645	10.91764
NM_181339.1	6.739624	6.992465	7.258508	6.562473	7.174694	8.11907	6.640656	6.983632	8.222331	6.553814	7.554337	8.489341
NM_006765.2	6.482883	6.498551	6.417901	6.50994	6.435641	6.376899	6.38636	6.587156	6.385726	6.464978	6.573846	6.494282
NM_016427.2	6.532912	6.582862	6.577897	6.508666	6.536306	6.462746	6.444902	6.515348	6.573384	6.625247	6.553189	6.600338
NM_014182.3	6.871345	7.084718	6.984217	6.842618	7.029952	7.165278	6.993824	7.004736	7.023316	7.01427	7.084623	7.089999
NM_006569.2	6.59599	6.626979	6.491283	6.488096	6.527865	6.56852	6.414749	6.578085	6.576397	6.55706	6.514467	6.598204
NM_003745.1	7.115308	8.572798	7.709599	6.879248	8.772538	7.630234	7.032268	7.954508	7.505427	6.858852	8.368627	7.628775
NM_001923.2	7.284262	7.342351	7.22826	7.289044	7.11902	7.259347	7.453134	7.434955	7.65696	7.587134	7.273527	7.264443
NM_004995.2	7.100703	7.56825	8.265442	7.136691	7.840859	7.9633	7.216357	7.594985	7.81908	7.42944	7.754689	8.529988
NM_000253.1	6.464783	6.443553	6.545678	6.578085	6.426189	6.383705	6.47189	6.430834	6.553681	6.483078	6.5179	6.762205
NM_001051.2	6.566853	6.633195	6.655399	6.707272	6.534664	6.674907	6.547976	6.656236	6.63257	6.543067	6.673145	6.655399
NM_032752.1	6.589677	6.76434	6.74624	6.600618	6.69837	6.572062	6.662322	6.643536	6.639947	6.585292	6.714112	6.576774
NM_198444.1	6.558397	6.426822	6.55706	6.416469	6.721825	6.454974	6.568091	6.489691	6.450785	6.470108	6.619781	6.566756
NM_014948.2	6.80924	6.891105	6.98847	7.075553	6.995698	7.038181	6.840164	6.801128	6.899747	6.982521	6.814715	6.955092
NM_152305.1	8.479666	8.758811	8.356358	8.522223	8.802912	8.574498	8.169793	8.45503	8.269293	8.459359	8.599621	8.637803
NM_032591.1	6.820577	6.742672	6.9124	6.835243	6.754276	6.795462	6.810002	6.672809	6.772773	6.939847	6.764972	6.957254
XM_938451.1	6.60834	6.678574	6.652376	6.725129	6.595529	6.651607	6.609821	6.643536	6.529895	6.596552	6.639667	6.604309
NM_033625.1	8.594693	9.179243	8.475382	7.881588	9.131003	8.405143	8.204587	8.515678	7.72396	8.10805	8.85083	8.121133
NM_000144.3	6.566853	6.561025	6.525528	6.596826	6.609627	6.532444	6.566663	6.662232	6.555145	6.539702	6.539115	6.788345
NM_001084.4	8.86776	8.759293	8.458835	8.94857	8.729452	8.221435	9.201021	9.014936	8.946598	9.414048	9.148496	8.767053
NM_016196.1	6.651137	6.815277	6.669199	6.734091	6.876847	6.701956	6.749811	6.705887	6.72072	6.651306	6.854323	6.702036
NM_032960.2	7.706139	8.019272	7.861242	7.602526	8.004616	7.809138	7.884373	7.92919	8.014452	7.850685	8.063411	7.610034
NM_138361.3	6.574235	6.509158	6.505001	6.489784	6.630322	6.639667	6.428492	6.48147	6.450785	6.601548	6.569209	6.541917
NM_173851.2	6.489043	6.568091	6.625247	6.541434	6.721825	6.609821	6.537672	6.555578	6.594781	6.686407	6.482462	6.579108
NM_173842.1	7.902387	10.474495	10.696904	7.612837	10.761763	9.111781	7.3107	8.956309	9.495608	7.669174	11.018004	9.315557
NM_001031839.1	6.53079	6.545476	6.458971	6.508666	6.558018	6.577594	6.59069	6.476936	6.519174	6.637525	6.612572	6.540172
NM_031206.2	8.034318	8.261117	8.029664	7.861388	8.209216	7.832095	7.834744	8.075325	8.039468	7.982109	8.087081	7.891061
NM_001031718.1	7.312861	7.249166	7.375787	7.216357	7.286781	7.139142	7.124568	7.096531	7.054816	7.385521	7.111994	7.357863
NM_006066.2	6.955383	6.806453	6.907183	7.047902	6.684411	6.856033	6.853577	6.746756	6.968313	7.259455	6.901151	6.826787
NM_001010848.2	6.510049	6.645821	6.586262	6.61796	6.527865	6.600886	6.598204	6.555578	6.599136	6.481376	6.6019	6.564769
XM_944543.1	6.80924	6.698596	6.782626	6.736885	6.711026	6.751969	6.772934	6.760228	6.751291	6.895852	6.736568	6.62969
NM_153682.1	7.764199	7.772213	7.814871	7.558461	7.779514	7.563494	7.507082	7.47866	7.382603	7.168865	7.334401	7.420069
NM_015041.1	7.192135	7.31924	7.656108	7.244075	7.526747	7.475972	7.101786	7.062921	7.309604	7.057352	7.241319	7.375867
NM_145057.2	6.59711	6.691772	6.67508	6.554968	6.637344	6.666556	6.623436	6.63428	6.796715	6.560108	6.575259	6.700185
NM_002190.2	6.570676	6.690396	6.437554	6.482978	6.602179	6.612938	6.562201	6.585652	6.547886	6.648107	6.497653	6.634008
NM_032366.2	8.240498	8.368627	8.378618	7.883641	8.387978	8.25115	8.103299	8.206706	7.997984	8.59726	8.460644	8.604708
NM_207002.1	6.847715	6.842537	6.82851	6.664352	6.686038	6.894479	6.490248	6.678233	6.620705	6.723602	6.744846	6.716314
NM_004519.2	6.977407	6.971769	6.816071	6.893597	6.836086	6.873331	6.982521	7.084837	7.084623	6.912167	6.7986	7.041584
NM_014865.2	7.93182	7.707769	7.78285	7.977661	7.687926	8.146379	7.993691	7.847011	8.187	7.845619	7.773605	8.2153
NM_024894.1	7.199715	7.232846	7.140722	7.044205	7.115199	7.160085	7.051653	7.171517	7.220147	7.178173	7.251307	7.181592
NM_144765.1	6.714615	6.772621	6.791215	6.783881	6.583786	6.822083	6.749811	6.7645	6.663465	6.57177	6.704345	6.670524
NM_012430.2	8.293362	8.363552	8.246808	8.532808	8.566907	8.229716	8.263982	8.28538	8.167817	8.090123	8.363552	8.010957
NM_178821.1	6.529326	6.53358	6.469448	6.583516	6.47642	6.537958	6.516329	6.441079	6.472279	6.705887	6.426822	6.519082
NM_004797.2	6.997297	7.048544	7.213751	6.975979	6.937131	7.024387	6.970177	7.254605	7.09526	6.947187	7.14693	7.174329
NM_145173.1	6.558397	6.698596	6.708372	6.652773	6.612938	6.423372	6.528258	6.543364	6.629996	6.702623	6.747234	6.651041
NM_002744.4	6.655399	6.522204	6.625247	6.514383	6.397362	6.518102	6.53112	6.624965	6.572151	6.587066	6.605132	6.661872
NM_001025105.1	6.790118	6.903573	6.685583	6.830712	6.718007	6.753578	6.835395	6.857715	6.823534	6.759411	6.946027	6.955092
NM_199280.1	6.82313	6.5985	6.816071	6.587908	6.773103	6.586411	6.493224	6.497451	6.708198	6.702623	6.854323	6.562876
NM_021148.1	6.687935	6.805024	6.566111	6.859784	6.765483	6.686618	6.780329	6.700738	6.612836	6.651306	6.618146	6.572669
NM_006659.1	8.989379	8.697215	8.949862	8.499539	8.52046	8.629184	9.039453	8.728629	9.036018	9.156628	8.791709	9.002128
NM_006883.1	6.675697	6.779667	6.685583	6.726979	6.771223	6.566948	6.57177	6.69223	6.576397	6.552097	6.606596	6.602273
NM_014390.2	8.88531	8.810935	8.823899	8.644083	9.163973	8.725875	8.854379	8.688137	8.706795	8.96802	8.997962	8.826319
NM_020181.1	6.755762	6.626979	6.620331	6.666296	6.946536	6.669809	6.843077	6.587156	6.67113	6.714701	6.704345	6.572669
NM_153215.1	6.771133	6.565049	6.558965	6.68572	6.559546	6.639667	6.61357	6.576723	6.591724	6.635735	6.575259	6.420213
NM_015363.3	6.47864	6.72007	6.653741	6.645042	6.580992	6.686618	6.620604	6.464631	6.673584	6.884652	6.659044	6.587528
NM_005952.2	9.78755	9.374382	12.613027	8.123129	10.005692	12.965834	8.872121	9.093824	12.375787	9.018765	9.257626	13.381295
NM_133264.4	6.967412	7.136049	7.02583	7.047098	7.297615	6.852381	6.808295	7.008464	7.051013	6.99616	6.998683	7.087946
NM_005061.2	6.529326	6.457141	6.737808	6.573846	6.461415	6.674907	6.651997	6.512544	6.683626	6.515835	6.478234	6.547886
NM_020649.1	6.769011	6.67711	6.88469	6.747986	6.794868	6.789919	6.806075	6.815834	6.826249	6.744846	6.788345	6.990409
NM_014739.1	10.39842	10.46637	10.12623	10.73016	10.33667	10.36486	10.26183	10.37745	10.29145	10.45713	10.33436	10.16987
NM_000603.3	6.743497	6.507566	6.793053	6.699452	6.757995	6.580992	6.609821	6.548073	6.552097	6.620148	6.541917	6.576774
NM_002285.2	7.926215	7.849159	7.813966	7.828749	7.476127	7.363043	8.164514	8.250321	7.950863	7.825755	7.970591	7.254137
NM_021935.2	7.401294	7.264138	7.147069	7.043314	7.029952	7.099627	7.401456	7.341479	7.376425	6.936727	7.031296	7.463733
NM_020760.1	6.535237	6.704345	6.591724	6.624251	6.666741	6.628963	6.599891	6.787065	6.756845	6.676132	6.630232	6.850106
NM_014335.2	6.924529	6.841068	6.874707	7.027718	7.162715	6.97152	6.934956	7.077344	6.886417	6.748246	6.953436	6.943071
NM_198505.2	6.362601	6.55066	6.437554	6.468633	6.582333	6.472184	6.368681	6.5449	6.457327	6.512595	6.345892	6.424459
NM_024505.2	6.527766	6.813768	6.648107	6.604309	6.686038	6.74358	6.752472	6.654857	6.738242	6.65598	6.709834	6.700185
NM_006145.1	9.516178	9.250012	9.598637	9.592941	9.631504	9.624251	9.229894	8.966935	9.36894	9.535543	9.266	9.775861
NM_182470.1	7.906276	7.842523	8.084837	7.775198	8.10123	7.925215	8.073469	8.033258	8.359985	8.217042	8.188994	8.188063
NM_138384.1	7.356872	7.52684	7.100462	7.239241	7.400322	7.321248	7.24399	7.251985	7.318362	7.105035	7.370196	7.102714
NM_207380.1	7.73765	7.201907	7.583805	7.883641	7.034709	7.882514	8.088429	7.159949	8.250488	8.40335	6.952151	9.312686
NM_022117.1	6.663211	6.606819	6.757238	6.693208	6.62143	6.505256	6.580992	6.689704	6.619335	6.553814	6.553189	6.58986
NM_080743.2	6.423734	6.79028	6.652376	6.599282	6.725558	6.753578	6.64596	6.774724	6.540172	6.664539	6.680249	6.65326
NM_144633.2	7.028142	6.788345	6.75592	6.73832	6.898774	6.894479	6.816943	6.867456	6.830562	6.931325	6.818134	6.872882
NM_032167.1	7.155614	6.948471	6.981852	6.911647	6.821054	6.852381	7.154244	6.982521	7.027791	7.132702	7.125133	7.031801
NM_019839.1	6.452822	6.576672	6.596826	6.488096	6.566709	6.604678	6.486686	6.520362	6.556862	6.532818	6.559837	6.54952
NM_138460.2	6.738242	6.53079	6.694978	6.533836	6.582333	6.551622	6.69083	6.486593	6.604586	6.595069	6.590144	6.657626
NM_019025.2	7.373165	7.312232	8.052871	7.201018	7.139479	7.860573	7.508221	7.842218	8.181568	7.613275	8.058695	9.077225
NM_005738.2	6.926802	7.351057	8.013769	6.760266	7.104664	7.071989	6.859934	7.268072	7.531364	6.713246	7.065309	7.203205
NM_173847.2	6.841922	6.879682	6.867669	6.787065	6.635735	6.829521	6.686407	6.622514	6.841068	6.6798	6.934812	6.716314
NM_024942.1	7.554337	7.756239	7.469237	7.707314	7.508221	7.412394	7.657237	7.633995	7.499766	7.547951	7.671605	7.44747
NM_145102.1	6.657626	6.58425	6.77676	6.616781	6.591949	6.676915	6.606868	6.564858	6.560108	6.541524	6.559837	6.538148
NM_052896.2	6.704729	6.639497	6.734457	6.484484	6.509483	6.644612	6.532527	6.647829	6.669809	6.686407	6.649888	6.519082
NM_031305.1	6.8336	6.869902	6.844473	6.695831	6.910479	6.80717	6.77676	6.829222	6.736885	6.86597	6.87538	6.904422
NM_053024.2	6.998652	6.928771	7.017471	6.926078	6.882104	6.939877	7.139479	6.952998	7.011797	6.845558	6.961547	6.869236
NM_183005.1	6.720986	6.772621	6.892045	6.787065	6.853104	6.644612	6.649888	6.854725	6.805954	6.543067	6.718861	6.745079
NM_005086.3	6.873947	6.921814	7.140722	6.921888	6.991139	7.11793	6.853577	7.03058	7.213751	6.860883	6.989961	6.854574
NM_182565.2	7.740955	8.290673	8.130915	7.563682	8.217042	8.055644	7.721219	7.612594	8.057038	7.94182	8.08314	8.080296
NM_000576.2	10.50098	14.55215	13.92113	10.41983	14.50637	13.71803	11.20351	14.55215	13.49404	11.1937	14.53845	13.98848
NM_015247.1	8.878434	9.390855	8.814196	8.820983	9.229894	9.066676	8.735502	9.147355	8.608283	8.46263	9.170176	8.499383
NM_014157.2	6.726135	6.579574	6.508352	6.486972	6.520749	6.707272	6.580992	6.875457	6.553681	6.590044	6.549856	6.525217
NM_001005333.1	9.531245	9.098087	9.522407	9.493446	9.124997	9.256711	9.197378	9.070224	9.297941	9.247316	9.034312	9.266
NM_144947.1	6.641737	6.83329	6.749811	6.723846	6.748726	6.597855	6.768857	6.814524	6.748891	6.858852	6.564688	6.801597
NM_182985.2	6.777498	6.746587	6.775281	6.791556	6.87213	6.840049	6.662322	6.823796	6.87213	6.613986	6.855544	6.957254
NM_005449.3	11.58781	11.14354	11.28392	11.52165	11.36407	11.16336	10.92692	10.79207	10.81185	11.26432	11.09271	11.05381
NM_031948.3	6.727731	6.603748	6.583231	6.520362	6.641016	6.468633	6.64596	6.5449	6.591724	6.737942	6.608157	6.612938
NM_000701.6	9.069739	9.348591	8.903165	9.129616	9.518007	9.041705	9.27931	9.360914	9.176707	9.318475	9.517545	9.204749
NM_003296.1	6.664448	6.650775	6.761778	6.65628	6.707525	6.850494	6.769985	6.595529	6.734457	6.764933	6.827178	6.813289
NM_207422.1	6.584738	6.623254	6.518878	6.645042	6.454118	6.572062	6.53112	6.576723	6.578085	6.663167	6.463451	6.646669
NM_181787.1	7.108079	6.933373	6.87213	7.47674	7.16986	6.980488	7.163915	7.395595	7.066435	7.016065	6.988613	6.899509
NM_014049.3	9.716491	9.828357	9.590448	9.17887	9.000526	8.823483	9.106079	9.033705	9.002128	9.116299	9.06399	8.986493
